GEO.id,Id
HC01_MOE_VC128,Total; Margin of Error; INCOME IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) - Households - Average number of workers per household
HC02_EST_VC128,Foreign born; Entered 2000 or later; Estimate; INCOME IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) - Households - Average number of workers per household
HC02_MOE_VC128,Foreign born; Entered 2000 or later; Margin of Error; INCOME IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) - Households - Average number of workers per household
HC03_EST_VC128,Foreign born; Entered 1990 to 1999; Estimate; INCOME IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) - Households - Average number of workers per household
HC03_MOE_VC128,Foreign born; Entered 1990 to 1999; Margin of Error; INCOME IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) - Households - Average number of workers per household
HC04_EST_VC128,Foreign born; Entered before 1990; Estimate; INCOME IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) - Households - Average number of workers per household
HC04_MOE_VC128,Foreign born; Entered before 1990; Margin of Error; INCOME IN THE PAST 12 MONTHS (IN 2008 INFLATION-ADJUSTED DOLLARS) - Households - Average number of workers per household
HC01_EST_VC130,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined
HC01_MOE_VC130,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined
HC02_EST_VC130,Foreign born; Entered 2000 or later; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined
HC02_MOE_VC130,Foreign born; Entered 2000 or later; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined
HC03_EST_VC130,Foreign born; Entered 1990 to 1999; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined
HC03_MOE_VC130,Foreign born; Entered 1990 to 1999; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined
HC04_EST_VC130,Foreign born; Entered before 1990; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined
HC04_MOE_VC130,Foreign born; Entered before 1990; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined
HC01_EST_VC131,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - Below 100 percent of the poverty level
HC01_MOE_VC131,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - Below 100 percent of the poverty level
HC02_EST_VC131,Foreign born; Entered 2000 or later; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - Below 100 percent of the poverty level
HC02_MOE_VC131,Foreign born; Entered 2000 or later; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - Below 100 percent of the poverty level
HC03_EST_VC131,Foreign born; Entered 1990 to 1999; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - Below 100 percent of the poverty level
HC03_MOE_VC131,Foreign born; Entered 1990 to 1999; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - Below 100 percent of the poverty level
HC04_EST_VC131,Foreign born; Entered before 1990; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - Below 100 percent of the poverty level
HC04_MOE_VC131,Foreign born; Entered before 1990; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - Below 100 percent of the poverty level
HC01_EST_VC132,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - 100 to 199 percent of the poverty level
HC01_MOE_VC132,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - 100 to 199 percent of the poverty level
HC02_EST_VC132,Foreign born; Entered 2000 or later; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - 100 to 199 percent of the poverty level
HC02_MOE_VC132,Foreign born; Entered 2000 or later; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - 100 to 199 percent of the poverty level
HC03_EST_VC132,Foreign born; Entered 1990 to 1999; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - 100 to 199 percent of the poverty level
HC03_MOE_VC132,Foreign born; Entered 1990 to 1999; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - 100 to 199 percent of the poverty level
HC04_EST_VC132,Foreign born; Entered before 1990; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - 100 to 199 percent of the poverty level
HC04_MOE_VC132,Foreign born; Entered before 1990; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - 100 to 199 percent of the poverty level
HC01_EST_VC133,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - At or above 200 percent of the poverty level
HC01_MOE_VC133,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - At or above 200 percent of the poverty level
HC02_EST_VC133,Foreign born; Entered 2000 or later; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - At or above 200 percent of the poverty level
HC02_MOE_VC133,Foreign born; Entered 2000 or later; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - At or above 200 percent of the poverty level
HC03_EST_VC133,Foreign born; Entered 1990 to 1999; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - At or above 200 percent of the poverty level
HC03_MOE_VC133,Foreign born; Entered 1990 to 1999; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - At or above 200 percent of the poverty level
HC04_EST_VC133,Foreign born; Entered before 1990; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - At or above 200 percent of the poverty level
HC04_MOE_VC133,Foreign born; Entered before 1990; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - At or above 200 percent of the poverty level
HC01_EST_VC135,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families
HC01_MOE_VC135,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families
HC02_EST_VC135,Foreign born; Entered 2000 or later; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families
HC02_MOE_VC135,Foreign born; Entered 2000 or later; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families
HC03_EST_VC135,Foreign born; Entered 1990 to 1999; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families
HC03_MOE_VC135,Foreign born; Entered 1990 to 1999; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families
HC04_EST_VC135,Foreign born; Entered before 1990; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families
HC04_MOE_VC135,Foreign born; Entered before 1990; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families
HC01_EST_VC136,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 18 years
HC01_MOE_VC136,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 18 years
HC02_EST_VC136,Foreign born; Entered 2000 or later; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 18 years
HC02_MOE_VC136,Foreign born; Entered 2000 or later; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 18 years
HC03_EST_VC136,Foreign born; Entered 1990 to 1999; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 18 years
HC03_MOE_VC136,Foreign born; Entered 1990 to 1999; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 18 years
HC04_EST_VC136,Foreign born; Entered before 1990; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 18 years
HC04_MOE_VC136,Foreign born; Entered before 1990; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 18 years
HC01_EST_VC137,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 5 years only
HC01_MOE_VC137,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 5 years only
HC02_EST_VC137,Foreign born; Entered 2000 or later; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 5 years only
HC02_MOE_VC137,Foreign born; Entered 2000 or later; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 5 years only
HC03_EST_VC137,Foreign born; Entered 1990 to 1999; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 5 years only
HC03_MOE_VC137,Foreign born; Entered 1990 to 1999; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 5 years only
HC04_EST_VC137,Foreign born; Entered before 1990; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 5 years only
HC04_MOE_VC137,Foreign born; Entered before 1990; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - All families - With related children under 5 years only
HC01_EST_VC138,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family
HC01_MOE_VC138,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family
HC02_EST_VC138,Foreign born; Entered 2000 or later; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family
HC02_MOE_VC138,Foreign born; Entered 2000 or later; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family
HC03_EST_VC138,Foreign born; Entered 1990 to 1999; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family
HC03_MOE_VC138,Foreign born; Entered 1990 to 1999; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family
HC04_EST_VC138,Foreign born; Entered before 1990; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family
HC04_MOE_VC138,Foreign born; Entered before 1990; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family
HC01_EST_VC139,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 18 years
HC01_MOE_VC139,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 18 years
HC02_EST_VC139,Foreign born; Entered 2000 or later; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 18 years
HC02_MOE_VC139,Foreign born; Entered 2000 or later; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 18 years
HC03_EST_VC139,Foreign born; Entered 1990 to 1999; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 18 years
HC03_MOE_VC139,Foreign born; Entered 1990 to 1999; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 18 years
HC04_EST_VC139,Foreign born; Entered before 1990; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 18 years
HC04_MOE_VC139,Foreign born; Entered before 1990; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 18 years
HC01_EST_VC140,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 5 years only
HC01_MOE_VC140,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 5 years only
HC02_EST_VC140,Foreign born; Entered 2000 or later; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 5 years only
HC02_MOE_VC140,Foreign born; Entered 2000 or later; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 5 years only
HC03_EST_VC140,Foreign born; Entered 1990 to 1999; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 5 years only
HC03_MOE_VC140,Foreign born; Entered 1990 to 1999; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 5 years only
HC04_EST_VC140,Foreign born; Entered before 1990; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 5 years only
HC04_MOE_VC140,Foreign born; Entered before 1990; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Married-couple family - With related children under 5 years only
HC01_EST_VC141,"Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family"
HC01_MOE_VC141,"Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family"
HC02_EST_VC141,"Foreign born; Entered 2000 or later; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family"
HC02_MOE_VC141,"Foreign born; Entered 2000 or later; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family"
HC03_EST_VC141,"Foreign born; Entered 1990 to 1999; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family"
HC03_MOE_VC141,"Foreign born; Entered 1990 to 1999; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family"
HC04_EST_VC141,"Foreign born; Entered before 1990; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family"
HC04_MOE_VC141,"Foreign born; Entered before 1990; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family"
HC01_EST_VC142,"Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 18 years"
HC01_MOE_VC142,"Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 18 years"
HC02_EST_VC142,"Foreign born; Entered 2000 or later; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 18 years"
HC02_MOE_VC142,"Foreign born; Entered 2000 or later; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 18 years"
HC03_EST_VC142,"Foreign born; Entered 1990 to 1999; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 18 years"
HC03_MOE_VC142,"Foreign born; Entered 1990 to 1999; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 18 years"
HC04_EST_VC142,"Foreign born; Entered before 1990; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 18 years"
HC04_MOE_VC142,"Foreign born; Entered before 1990; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 18 years"
HC01_EST_VC143,"Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 5 years only"
HC01_MOE_VC143,"Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 5 years only"
HC02_EST_VC143,"Foreign born; Entered 2000 or later; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 5 years only"
HC02_MOE_VC143,"Foreign born; Entered 2000 or later; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 5 years only"
HC03_EST_VC143,"Foreign born; Entered 1990 to 1999; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 5 years only"
HC03_MOE_VC143,"Foreign born; Entered 1990 to 1999; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 5 years only"
HC04_EST_VC143,"Foreign born; Entered before 1990; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 5 years only"
HC04_MOE_VC143,"Foreign born; Entered before 1990; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED - Female householder, no husband present, family - With related children under 5 years only"
HC01_EST_VC144,Total; Estimate; Occupied housing units
HC01_MOE_VC144,Total; Margin of Error; Occupied housing units
HC02_EST_VC144,Foreign born; Entered 2000 or later; Estimate; Occupied housing units
HC02_MOE_VC144,Foreign born; Entered 2000 or later; Margin of Error; Occupied housing units
HC03_EST_VC144,Foreign born; Entered 1990 to 1999; Estimate; Occupied housing units
HC03_MOE_VC144,Foreign born; Entered 1990 to 1999; Margin of Error; Occupied housing units
HC04_EST_VC144,Foreign born; Entered before 1990; Estimate; Occupied housing units
HC04_MOE_VC144,Foreign born; Entered before 1990; Margin of Error; Occupied housing units
HC01_EST_VC146,Total; Estimate; Occupied housing units - HOUSING TENURE - Owner-occupied housing units
HC01_MOE_VC146,Total; Margin of Error; Occupied housing units - HOUSING TENURE - Owner-occupied housing units
HC02_EST_VC146,Foreign born; Entered 2000 or later; Estimate; Occupied housing units - HOUSING TENURE - Owner-occupied housing units
HC02_MOE_VC146,Foreign born; Entered 2000 or later; Margin of Error; Occupied housing units - HOUSING TENURE - Owner-occupied housing units
HC03_EST_VC146,Foreign born; Entered 1990 to 1999; Estimate; Occupied housing units - HOUSING TENURE - Owner-occupied housing units
HC03_MOE_VC146,Foreign born; Entered 1990 to 1999; Margin of Error; Occupied housing units - HOUSING TENURE - Owner-occupied housing units
HC04_EST_VC146,Foreign born; Entered before 1990; Estimate; Occupied housing units - HOUSING TENURE - Owner-occupied housing units
HC04_MOE_VC146,Foreign born; Entered before 1990; Margin of Error; Occupied housing units - HOUSING TENURE - Owner-occupied housing units
HC01_EST_VC147,Total; Estimate; Occupied housing units - HOUSING TENURE - Renter-occupied housing units
HC01_MOE_VC147,Total; Margin of Error; Occupied housing units - HOUSING TENURE - Renter-occupied housing units
HC02_EST_VC147,Foreign born; Entered 2000 or later; Estimate; Occupied housing units - HOUSING TENURE - Renter-occupied housing units
HC02_MOE_VC147,Foreign born; Entered 2000 or later; Margin of Error; Occupied housing units - HOUSING TENURE - Renter-occupied housing units
HC03_EST_VC147,Foreign born; Entered 1990 to 1999; Estimate; Occupied housing units - HOUSING TENURE - Renter-occupied housing units
HC03_MOE_VC147,Foreign born; Entered 1990 to 1999; Margin of Error; Occupied housing units - HOUSING TENURE - Renter-occupied housing units
HC04_EST_VC147,Foreign born; Entered before 1990; Estimate; Occupied housing units - HOUSING TENURE - Renter-occupied housing units
HC04_MOE_VC147,Foreign born; Entered before 1990; Margin of Error; Occupied housing units - HOUSING TENURE - Renter-occupied housing units
HC01_EST_VC148,Total; Estimate; Occupied housing units - HOUSING TENURE - Average household size of owner-occupied unit
HC01_MOE_VC148,Total; Margin of Error; Occupied housing units - HOUSING TENURE - Average household size of owner-occupied unit
HC02_EST_VC148,Foreign born; Entered 2000 or later; Estimate; Occupied housing units - HOUSING TENURE - Average household size of owner-occupied unit
HC02_MOE_VC148,Foreign born; Entered 2000 or later; Margin of Error; Occupied housing units - HOUSING TENURE - Average household size of owner-occupied unit
HC03_EST_VC148,Foreign born; Entered 1990 to 1999; Estimate; Occupied housing units - HOUSING TENURE - Average household size of owner-occupied unit
HC03_MOE_VC148,Foreign born; Entered 1990 to 1999; Margin of Error; Occupied housing units - HOUSING TENURE - Average household size of owner-occupied unit
HC04_EST_VC148,Foreign born; Entered before 1990; Estimate; Occupied housing units - HOUSING TENURE - Average household size of owner-occupied unit
HC04_MOE_VC148,Foreign born; Entered before 1990; Margin of Error; Occupied housing units - HOUSING TENURE - Average household size of owner-occupied unit
HC01_EST_VC149,Total; Estimate; Occupied housing units - HOUSING TENURE - Average household size of renter-occupied unit
HC01_MOE_VC149,Total; Margin of Error; Occupied housing units - HOUSING TENURE - Average household size of renter-occupied unit
HC02_EST_VC149,Foreign born; Entered 2000 or later; Estimate; Occupied housing units - HOUSING TENURE - Average household size of renter-occupied unit
HC02_MOE_VC149,Foreign born; Entered 2000 or later; Margin of Error; Occupied housing units - HOUSING TENURE - Average household size of renter-occupied unit
HC03_EST_VC149,Foreign born; Entered 1990 to 1999; Estimate; Occupied housing units - HOUSING TENURE - Average household size of renter-occupied unit
HC03_MOE_VC149,Foreign born; Entered 1990 to 1999; Margin of Error; Occupied housing units - HOUSING TENURE - Average household size of renter-occupied unit
HC04_EST_VC149,Foreign born; Entered before 1990; Estimate; Occupied housing units - HOUSING TENURE - Average household size of renter-occupied unit
HC04_MOE_VC149,Foreign born; Entered before 1990; Margin of Error; Occupied housing units - HOUSING TENURE - Average household size of renter-occupied unit
HC01_EST_VC151,Total; Estimate; Occupied housing units - ROOMS - 1 room
HC01_MOE_VC151,Total; Margin of Error; Occupied housing units - ROOMS - 1 room
HC02_EST_VC151,Foreign born; Entered 2000 or later; Estimate; Occupied housing units - ROOMS - 1 room
HC02_MOE_VC151,Foreign born; Entered 2000 or later; Margin of Error; Occupied housing units - ROOMS - 1 room
HC03_EST_VC151,Foreign born; Entered 1990 to 1999; Estimate; Occupied housing units - ROOMS - 1 room
HC03_MOE_VC151,Foreign born; Entered 1990 to 1999; Margin of Error; Occupied housing units - ROOMS - 1 room
HC04_EST_VC151,Foreign born; Entered before 1990; Estimate; Occupied housing units - ROOMS - 1 room
HC04_MOE_VC151,Foreign born; Entered before 1990; Margin of Error; Occupied housing units - ROOMS - 1 room
HC01_EST_VC152,Total; Estimate; Occupied housing units - ROOMS - 2 or 3 rooms
HC01_MOE_VC152,Total; Margin of Error; Occupied housing units - ROOMS - 2 or 3 rooms
